Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HURN,Huron Consulting Group Inc.,55.1,1260854788,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hurn
INGN,"Inogen, Inc",57.35,1257637154,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
CHRS,"Coherus BioSciences, Inc.",18.1,1255605272,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
SASR,"Sandy Spring Bancorp, Inc.",35.2,1253646346,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
EDIT,"Editas Medicine, Inc.",25.39,1249771615,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
XON,Intrexon Corporation,7.76,1247531418,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
MSTR,MicroStrategy Incorporated,121.58,1244928015,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
AMSF,"AMERISAFE, Inc.",64.53,1243814459,n/a,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
ATRO,Astronics Corporation,38,1240770718,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
KRNY,Kearny Financial,13.64,1234992566,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
ATRC,"AtriCure, Inc.",31.95,1234019228,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
SNBR,Sleep Number Corporation,40.79,1232388270,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
CHCO,City Holding Company,74.7,1231146611,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
TPTX,"Turning Point Therapeutics, Inc.",39.18,1222419252,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tptx
CSIQ,Canadian Solar Inc.,20.6,1220771347,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq
FLWS,"1-800 FLOWERS.COM, Inc.",18.95,1218823390,n/a,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws
KRNT,Kornit Digital Ltd.,30.14,1216904821,n/a,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
VREX,Varex Imaging Corporation,31.77,1216791000,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
AFIN,"American Finance Trust, Inc.",11.45,1216116305,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin
MTSI,"MACOM Technology Solutions Holdings, Inc.",18.5,1215457567,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
FORM,"FormFactor, Inc.",16.29,1214930012,n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
TRHC,"Tabula Rasa HealthCare, Inc.",55.07,1210898379,n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc
UFCS,"United Fire Group, Inc",47.8,1204690637,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
VIGI,Vanguard International Dividend Appreciation ETF,68.0201,1196853927,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
SSP,E.W. Scripps Company (The),14.77,1193211864,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
VCYT,"Veracyte, Inc.",28.62,1191811298,n/a,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
SYKE,"Sykes Enterprises, Incorporated",27.97,1190538938,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke
VONE,Vanguard Russell 1000 ETF,137.85,1188956250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
ALTM,Altus Midstream Company,3.64,1182742670,n/a,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm
BRKL,"Brookline Bancorp, Inc.",14.78,1179063947,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl
PRFT,"Perficient, Inc.",35.67,1175154535,n/a,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft
GOSS,"Gossamer Bio, Inc.",17.82,1174218178,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/goss
AIMT,"Aimmune Therapeutics, Inc.",18.77,1172983005,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
FNKO,"Funko, Inc.",24.01,1172429477,n/a,2017,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/fnko
BBBY,Bed Bath & Beyond Inc.,9.16,1170407697,n/a,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
PAHC,Phibro Animal Health Corporation,28.92,1169918343,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pahc
FTA,First Trust Large Cap Value AlphaDEX Fund,52.92,1169532106,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
VGLT,Vanguard Long-Treasury ETF,80.68,1165565162,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
EPZM,"Epizyme, Inc.",12.83,1165389199,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
EGOV,NIC Inc.,17.38,1162949973,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
RDWR,Radware Ltd.,25.09,1162856341,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rdwr
PKW,Invesco BuyBack Achievers ETF,63.71,1162707500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw
SCHL,Scholastic Corporation,33,1162029561,n/a,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
WIRE,Encore Wire Corporation,55.41,1157744741,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
MIK,"The Michaels Companies, Inc.",7.29,1153061968,n/a,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
SRCE,1st Source Corporation,44.99,1148829188,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/srce
TRUP,"Trupanion, Inc.",33.21,1145402771,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
ESPR,"Esperion Therapeutics, Inc.",42.55,1145337753,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
VYMI,Vanguard International High Dividend Yield ETF,61.5,1145103248,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vymi
MGPI,"MGP Ingredients, Inc.",67.3,1145101559,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
PSDO,"Presidio, Inc.",13.83,1144561534,n/a,2017,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/psdo
AAWW,Atlas Air Worldwide Holdings,43.93,1135665620,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
CRTO,Criteo S.A.,17.89,1130999932,63219672,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
LKFN,Lakeland Financial Corporation,44.12,1130119020,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
TCBK,TriCo Bancshares,37.01,1126992620,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
CETV,Central European Media Enterprises Ltd.,4.43,1122030289,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
EFSC,Enterprise Financial Services Corporation,41.73,1121719426,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
AINV,Apollo Investment Corporation,16.45,1119725608,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
CRTX,"Cortexyme, Inc.",41.55,1115249741,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crtx
IGOV,iShares International Treasury Bond ETF,50.21,1112151500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igov
SONO,"Sonos, Inc.",10.54,1106743825,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono
FANH,Fanhua Inc.,32.95,1104253811,33513014,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
AIA,iShares Asia 50 ETF,61.64,1103356000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia
NSTG,"NanoString Technologies, Inc.",31.44,1101937227,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
RUBY,"Rubius Therapeutics, Inc.",13.78,1101467108,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
LORL,"Loral Space and Communications, Inc.",35.4,1095019385,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LNTH,"Lantheus Holdings, Inc.",28.14,1092397642,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
GBDC,"Golub Capital BDC, Inc.",18.03,1092390876,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbdc
MRTN,"Marten Transport, Ltd.",19.93,1088839437,n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
SBSI,"Southside Bancshares, Inc.",32.25,1087408048,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
HOLI,"Hollysys Automation Technologies, Ltd.",17.96,1083744098,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/holi
AXNX,"Axonics Modulation Technologies, Inc.",37.99,1081502207,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
ECPG,Encore Capital Group Inc,34.91,1081045717,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
SYNA,Synaptics Incorporated,31.21,1076697686,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
DRNA,"Dicerna Pharmaceuticals, Inc.",15.74,1075419429,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.22,1073158000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eufn
APOG,"Apogee Enterprises, Inc.",40.44,1072421970,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
ODP,"Office Depot, Inc.",1.96,1070704274,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
MATW,Matthews International Corporation,33.71,1069571578,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
CDXS,"Codexis, Inc.",18.5,1065409617,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
HFWA,Heritage Financial Corporation,28.78,1061957192,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hfwa
CASH,"Meta Financial Group, Inc.",26.74,1054889845,n/a,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
PATK,"Patrick Industries, Inc.",43.99,1049145840,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
NVEE,"NV5 Global, Inc.",83.47,1048810149,n/a,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
GLUU,Glu Mobile Inc.,7.21,1047273135,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu
FTC,First Trust Large Cap Growth AlphaDEX Fund,72.02,1044290144,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
KELYA,"Kelly Services, Inc.",26.68,1042356384,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
TTMI,"TTM Technologies, Inc.",9.86,1039848359,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
CSWI,"CSW Industrials, Inc.",69.2,1039644746,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
FBNC,First Bancorp,34.92,1038746209,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
TLND,Talend S.A.,34.27,1037472091,30273478,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
XPER,Xperi Corporation,21.01,1035459592,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper
AXDX,"Accelerate Diagnostics, Inc.",19,1034737891,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
CHEF,"The Chefs&#39; Warehouse, Inc.",34.46,1031652556,n/a,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
PRIM,Primoris Services Corporation,20.21,1029341419,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/prim
ADUS,Addus HomeCare Corporation,77.61,1023101431,n/a,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus
TBPH,"Theravance Biopharma, Inc.",18.16,1019451098,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph
SBLK,Star Bulk Carriers Corp.,10.87,1018478346,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk
PETQ,"PetIQ, Inc.",36.1,1018081370,n/a,2017,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/petq
RDUS,"Radius Health, Inc.",22.08,1018051017,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdus
ARCE,Arco Platform Limited,44.76,1016108353,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
CARA,"Cara Therapeutics, Inc.",25.48,1012870921,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara
HEES,"H&E Equipment Services, Inc.",28.25,1010709657,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/hees
TDIV,First Trust NASDAQ Technology Dividend Index Fund,40.64,1010107200,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv
AERI,"Aerie Pharmaceuticals, Inc.",21.96,1008355635,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri
WETF,"WisdomTree Investments, Inc.",6.45,1000093804,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf
PLUS,ePlus inc.,73.48,1000084771,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EBSB,"Meridian Bancorp, Inc.",18.66,999100512.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
MTSC,MTS Systems Corporation,55.57,997730286.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
TCMD,"Tactile Systems Technology, Inc.",52.92,996255409,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd
GTHX,"G1 Therapeutics, Inc.",26.56,995127583.7,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gthx
CRZO,"Carrizo Oil & Gas, Inc.",10.7,990316351,n/a,1997,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo
LX,LexinFintech Holdings Ltd.,11.26,989746061.7,87899295,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
MSEX,Middlesex Water Company,60.09,989589881.6,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
CIBR,First Trust NASDAQ Cybersecurity ETF,30.15,988920060.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cibr
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,54.18,988893360,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
TWST,Twist Bioscience Corporation,30.41,986981881.5,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst
MNTA,"Momenta Pharmaceuticals, Inc.",10,986115230,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
PHO,Invesco Water Resources ETF,35.97,985578000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pho
KELYB,"Kelly Services, Inc.",25.2,984534516,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
RBCAA,"Republic Bancorp, Inc.",46.92,982441176.5,n/a,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
SQQQ,ProShares UltraPro Short QQQ,31.47,980958639.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqqq
ANIP,"ANI Pharmaceuticals, Inc.",81.41,980804966.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
FIXX,"Homology Medicines, Inc.",22.06,980507195.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fixx
UPLD,"Upland Software, Inc.",45.57,979091910.9,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
BPFH,"Boston Private Financial Holdings, Inc.",11.65,975999580.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh
SCWX,SecureWorks Corp.,11.96,974986746.8,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
BOOM,DMC Global Inc.,64.6,968055483.4,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
OSW,OneSpaWorld Holdings Limited,15.76,963224376.5,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/osw
CMCO,Columbus McKinnon Corporation,41.09,963093060.2,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
PLYA,Playa Hotels & Resorts N.V.,7.36,959851809.3,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plya
JBSS,"John B. Sanfilippo & Son, Inc.",84.24,959403631.7,n/a,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
NWLI,"National Western Life Group, Inc.",263.16,956855023.2,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
GOGL,Golden Ocean Group Limited,6.61,948718077.2,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gogl
OGI,Organigram Holdings Inc.,6.07,947957435.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogi
BLDP,"Ballard Power Systems, Inc.",4.06,944372089.8,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
PGTI,"PGT Innovations, Inc.",16.14,941724017.8,n/a,2006,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti
OFIX,Orthofix Medical Inc. ,49.23,938667622.3,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ofix
LTRPB,"Liberty TripAdvisor Holdings, Inc.",12.4148,932061060.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
PRNB,Principia Biopharma Inc.,39.04,931755226.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prnb
QIWI,QIWI plc,20.67,930640023.7,45023707,2013,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qiwi
TILE,"Interface, Inc.",15.47,928006826.1,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile
VRAY,"ViewRay, Inc.",9.56,926868079.7,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/vray
BABY,Natus Medical Incorporated,27.16,923596984.8,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby
GLIBP,"GCI Liberty, Inc.",25.69,922142550,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp
ADVM,"Adverum Biotechnologies, Inc.",14.44,920994246.6,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm
KFRC,"Kforce, Inc.",36.11,917934255,n/a,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
ATNI,"ATN International, Inc.",57.33,916922776.8,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
LTRPA,"Liberty TripAdvisor Holdings, Inc.",12.21,916685371.5,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
ODT,"Odonate Therapeutics, Inc.",34.21,915584671.8,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/odt
LIND,Lindblad Expeditions Holdings Inc. ,18.41,913614365.4,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
TPIC,"TPI Composites, Inc.",26.05,912144579.4,n/a,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic
CGBD,"TCG BDC, Inc.",15.02,910414589.8,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/cgbd
FORR,"Forrester Research, Inc.",49.33,909497210,n/a,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/forr
TH,Target Hospitality Corp.,8.64,909212541.1,n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/th
MLAB,"Mesa Laboratories, Inc.",231.7,908629854.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
ZIOP,ZIOPHARM Oncology Inc,5.58,906161276.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ziop
TIVO,TiVo Corporation,7.25,905880250,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo
LMNX,Luminex Corporation,20.04,901346174.2,n/a,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
MGTX,MeiraGTx Holdings plc,27,900249282,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
AMPH,"Amphastar Pharmaceuticals, Inc.",19.12,899889855.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph
VYGR,"Voyager Therapeutics, Inc.",24.18,890607359.5,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vygr
CMCT,CIM Commercial Trust Corporation,20.32,890132657.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.81,888857251.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqx
FARO,"FARO Technologies, Inc.",51.1,885492993,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FNX,First Trust Mid Cap Core AlphaDEX Fund,69.7,885190139.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnx
ESGD,iShares ESG MSCI EAFE ETF,64.51,883787000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgd
CNXN,"PC Connection, Inc.",33.45,881717213.6,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cnxn
FMB,First Trust Managed Municipal ETF,55.01,877409610,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmb
IIIV,"i3 Verticals, Inc.",27.69,871640218.8,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/iiiv
AXSM,"Axsome Therapeutics, Inc.",26.13,870267750.3,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
SLRC,Solar Capital Ltd.,20.51,866769541.3,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc
ALDR,"Alder BioPharmaceuticals, Inc.",10.35,864264537,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
NGM,"NGM Biopharmaceuticals, Inc.",13.09,864226186.7,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ngm
HSTM,"HealthStream, Inc.",26.49,857966252.4,n/a,2000,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/hstm
BNFT,"Benefitfocus, Inc.",26.37,857828889.5,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
PEY,Invesco High Yield Equity Dividend Achievers ETF,18.26,856394000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pey
RTRX,"Retrophin, Inc.",20.61,854067641.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
BRY,Berry Petroleum Corporation,10.41,852362159.7,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bry
NANO,Nanometrics Incorporated,34.52,852223270.2,n/a,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano
ANDE,"The Andersons, Inc.",26.18,850850000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
NTGR,"NETGEAR, Inc.",26.96,849016205,n/a,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
QADA,QAD Inc.,43.15,847396528.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qada
ARVN,"Arvinas, Inc.",25.1,845181306.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
SCSC,"ScanSource, Inc.",32.84,844179851.3,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
MERC,Mercer International Inc.,12.95,843958376.5,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
QNST,"QuinStreet, Inc.",16.8,842558640,n/a,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qnst
CTWS,"Connecticut Water Service, Inc.",69.61,839722971.7,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
SPPI,"Spectrum Pharmaceuticals, Inc.",7.49,838606367.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi
EXTR,"Extreme Networks, Inc.",7.06,838412481.5,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
CHY,Calamos Convertible and High Income Fund,11.44,836968097.7,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/chy
BJRI,"BJ&#39;s Restaurants, Inc.",40.3,835589509.3,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri
DCPH,"Deciphera Pharmaceuticals, Inc.",21.87,835194567.2,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
GMLP,Golar LNG Partners LP,11.77,834395956.4,n/a,2011,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gmlp
WASH,"Washington Trust Bancorp, Inc.",47.85,828986847.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wash
